DATE,vwretd,vwretx,totval
20000131,-0.039607,-0.040248,16335200900.00
20000229,0.031782,0.030679,16999906300.00
20000331,0.053499,0.052515,18164200200.00
20000428,-0.059527,-0.060317,17154277900.00
20000531,-0.038870,-0.040029,16503501200.00
20000630,0.051603,0.050806,17404189300.00
20000731,-0.017712,-0.018432,17106932600.00
20000831,0.075007,0.073826,18437476700.00
20000929,-0.051144,-0.051884,17566616800.00
20001031,-0.024495,-0.025170,17119416000.00
20001130,-0.102373,-0.103581,15328890400.00
20001229,0.020423,0.019428,15623588100.00
20010131,0.039599,0.038811,16246876900.00
20010228,-0.099103,-0.100202,14621576700.00
20010330,-0.070393,-0.071349,13600894700.00
20010430,0.083831,0.082826,14741784600.00
20010531,0.010455,0.009069,14875229700.00
20010629,-0.017553,-0.018328,14635969800.00
20010731,-0.018298,-0.019265,14374858900.00
20010831,-0.058982,-0.060357,13527744500.00
20010928,-0.091485,-0.092618,12277230600.00
20011031,0.027836,0.026818,12628272500.00
20011130,0.078777,0.077341,13604138000.00
20011231,0.017852,0.016570,13845402600.00
20020131,-0.015975,-0.016930,13620359000.00
20020228,-0.021696,-0.023063,13317021800.00
20020328,0.044678,0.043708,13938324200.00
20020430,-0.049618,-0.050521,13264950500.00
20020531,-0.010521,-0.011969,13216896500.00
20020628,-0.070249,-0.071505,12326914600.00
20020731,-0.081149,-0.082335,11333279800.00
20020830,0.007979,0.006434,11395657400.00
20020930,-0.099920,-0.101384,10239296600.00
20021031,0.074923,0.073505,11000440200.00
20021129,0.061271,0.059602,11656595100.00
20021231,-0.053313,-0.054956,11027058700.00
20030131,-0.023392,-0.024602,10754493000.00
20030228,-0.015390,-0.017217,10566081000.00
20030331,0.010325,0.008904,10669824000.00
20030430,0.082762,0.081174,11539346000.00
20030530,0.063471,0.061778,12248393700.00
20030630,0.016336,0.014787,12445633700.00
20030731,0.023112,0.021764,12720656300.00
20030829,0.024966,0.023486,13036052400.00
20030930,-0.009112,-0.010598,12956388200.00
20031031,0.060319,0.058840,13732428400.00
20031128,0.016593,0.015051,13963752300.00
20031231,0.045488,0.043831,14577764000.00
20040130,0.023051,0.022028,14908633700.00
20040227,0.015458,0.013972,15162027300.00
20040331,-0.010674,-0.011998,15032814800.00
20040430,-0.024232,-0.025579,14673052700.00
20040528,0.014068,0.012383,14881651300.00
20040630,0.021598,0.020036,15182787900.00
20040730,-0.037667,-0.038761,14607062600.00
20040831,0.002713,0.001069,14635095600.00
20040930,0.020547,0.019089,14916146200.00
20041029,0.017806,0.016578,15138164300.00
20041130,0.048207,0.044312,15887952500.00
20041231,0.035178,0.033422,16450543000.00
20050131,-0.026555,-0.027408,15998444400.00
20050228,0.022680,0.020843,16344485100.00
20050331,-0.016949,-0.018583,16068801900.00
20050429,-0.025185,-0.026569,15648744800.00
20050531,0.037956,0.036152,16204544600.00
20050630,0.011532,0.009909,16375384800.00
20050729,0.043325,0.042218,17060384000.00
20050831,-0.005945,-0.007763,16911657700.00
20050930,0.010606,0.009337,17075411000.00
20051031,-0.020877,-0.021985,16695259400.00
20051130,0.040329,0.038077,17352688700.00
20051230,0.003456,0.001885,17371120600.00
20060131,0.040044,0.038938,17994455300.00
20060228,-0.001637,-0.003552,17983539200.00
20060331,0.019053,0.017585,18304187300.00
20060428,0.012965,0.011494,18441380900.00
20060531,-0.031045,-0.033025,17850646000.00
20060630,-0.000386,-0.001881,17824143200.00
20060731,-0.001884,-0.002927,17760953800.00
20060831,0.025048,0.022975,18098794900.00
20060929,0.019424,0.018105,18419050600.00
20061031,0.037133,0.036087,19065588400.00
20061130,0.023705,0.021340,19449754400.00
20061229,0.010854,0.009151,19607352500.00
20070131,0.019401,0.018466,19932115500.00
20070228,-0.013994,-0.015985,19593728700.00
20070330,0.012946,0.011471,19848733800.00
20070430,0.039821,0.038455,20579378200.00
20070531,0.038932,0.036643,21300182800.00
20070629,-0.014754,-0.016117,20935084700.00
20070731,-0.031758,-0.032762,20191299400.00
20070831,0.011631,0.009678,20368717100.00
20070928,0.040849,0.039332,21116350400.00
20071031,0.025834,0.024693,21518153300.00
20071130,-0.049327,-0.051275,20300595400.00
20071231,-0.004428,-0.006515,20195657400.00
20080131,-0.062147,-0.063252,18879737400.00
20080229,-0.021664,-0.023605,18359049400.00
20080331,-0.010419,-0.012158,18165533400.00
20080430,0.051106,0.049781,19046195300.00
20080530,0.023841,0.021528,19441549200.00
20080630,-0.078433,-0.080247,17907008700.00
20080731,-0.013328,-0.014677,17645994600.00
20080829,0.010563,0.008574,17793739300.00
20080930,-0.098007,-0.099796,16056385200.00
20081031,-0.184621,-0.186108,13025619700.00
20081128,-0.084615,-0.087354,11861225300.00
20081231,0.022148,0.019081,12129150700.00
20090130,-0.077323,-0.078717,11163791300.00
20090227,-0.100214,-0.103401,9976710990.00
20090331,0.086690,0.083432,10723103600.00
20090430,0.109359,0.107522,11886353000.00
20090529,0.067788,0.065138,12732389000.00
20090630,-0.003098,-0.005040,12730346900.00
20090731,0.081719,0.080298,13780337100.00
20090831,0.031459,0.029300,14254433300.00
20090930,0.045222,0.043582,14978086400.00
20091030,-0.027993,-0.029250,14518651300.00
20091130,0.057098,0.054642,15327869800.00
20091231,0.028419,0.026392,15804517600.00
20100129,-0.037096,-0.038109,15197170100.00
20100226,0.034774,0.032688,15697675800.00
20100331,0.063606,0.061920,16739921400.00
20100430,0.020043,0.018930,17076668900.00
20100528,-0.079136,-0.081224,15706524000.00
20100630,-0.050725,-0.052465,14855463300.00
20100730,0.070292,0.068594,15865493900.00
20100831,-0.042813,-0.044938,15142857800.00
20100930,0.091518,0.089635,16519252100.00
20101029,0.038531,0.037009,17164577700.00
20101130,0.005108,0.002908,17336915300.00
20101231,0.067150,0.064817,18490584200.00
20110131,0.019157,0.018203,18910471900.00
20110228,0.038165,0.036232,19600599000.00
20110331,0.003366,0.001781,19676226800.00
20110429,0.028688,0.027573,20197771900.00
20110531,-0.014935,-0.016942,19851752200.00
20110630,-0.018395,-0.020161,19436257500.00
20110729,-0.022470,-0.023611,18980625100.00
20110831,-0.057472,-0.059612,17821245600.00
20110930,-0.084873,-0.086564,16250713600.00
20111031,0.113977,0.112566,18055633600.00
20111130,-0.006226,-0.008893,17856521900.00
20111230,0.003702,0.001454,17886832900.00
20120131,0.054076,0.052929,18854257100.00
20120229,0.041186,0.038914,19581932100.00
20120330,0.023994,0.022110,20055998000.00
20120430,-0.006801,-0.008019,19914985400.00
20120531,-0.065531,-0.067942,18556832800.00
20120629,0.038156,0.036055,19233119100.00
20120731,0.010266,0.009012,19405949800.00
20120831,0.026265,0.023665,19840776500.00
20120928,0.026539,0.024597,20398444900.00
20121031,-0.014101,-0.015550,20084736000.00
20121130,0.006193,0.002953,20142065000.00
20121231,0.012531,0.008980,20352704600.00
20130131,0.054094,0.052887,21476744200.00
20130228,0.008332,0.006128,21576207000.00
20130328,0.035274,0.033509,22358206100.00
20130430,0.014945,0.013768,22681759500.00
20130531,0.019067,0.016509,23106434700.00
20130628,-0.015039,-0.017055,22699073900.00
20130731,0.052681,0.051244,23872524800.00
20130830,-0.025714,-0.027891,23214826900.00
20130930,0.037477,0.035682,24085217000.00
20131031,0.039852,0.038565,25010887500.00
20131129,0.024947,0.022824,25615234800.00
20131231,0.026126,0.024071,26281333900.00
20140131,-0.029957,-0.031063,25483765500.00
20140228,0.046173,0.043937,26647988000.00
20140331,0.004469,0.002751,26789937400.00
20140430,0.001661,0.000496,26875461000.00
20140530,0.020219,0.018012,27357979600.00
20140630,0.027941,0.025957,28114724100.00
20140731,-0.020523,-0.021819,27538527600.00
20140829,0.040186,0.038183,28582716700.00
20140930,-0.025129,-0.026823,27845873900.00
20141031,0.021184,0.019935,28438181600.00
20141128,0.021150,0.018986,29035190300.00
20141231,-0.003616,-0.005754,28964031100.00
20150130,-0.027152,-0.028223,28066241700.00
20150227,0.055948,0.053611,29553801600.00
20150331,-0.010439,-0.012255,29184525700.00
20150430,0.008723,0.007574,29418417000.00
20150529,0.010326,0.008167,29622799800.00
20150630,-0.019259,-0.021201,29017522900.00
20150731,0.012095,0.010881,29354635800.00
20150831,-0.059996,-0.062061,27483632600.00
20150930,-0.033738,-0.035673,26484538200.00
20151030,0.073963,0.072566,28374765700.00
20151130,0.002442,0.000176,28352762100.00
20151231,-0.022257,-0.024498,27658783200.00
20160129,-0.057035,-0.058204,26007622700.00
20160229,0.000682,-0.001739,25806992000.00
20160331,0.070460,0.068088,27533008500.00
20160429,0.011799,0.010563,27817792900.00
20160531,0.014296,0.011885,28063563400.00
20160630,0.003123,0.001049,28106051100.00
20160729,0.038740,0.037492,29175670500.00
20160831,0.002787,0.000452,29191501200.00
20160930,0.003016,0.001239,29175094900.00
20161031,-0.021590,-0.022835,28535732900.00
20161130,0.040415,0.037971,29638326400.00
20161230,0.018775,0.016633,30150548800.00
